block,address,filename,contract,solc,status,student
11779386,0x3a6a5fcce56fa57eeb4b24aeb8d13a2e3197b333,Index.sol,Index,0.7.6,untouched,
13996708,0xfdff38d77fe2de4f23cf229db1c3ab57288ca385,LifeCoin2.sol,LifeCoin2,0.8.4,untouched,
11779470,0x7e78c6217acf4421187ccb0bc47f56bf50614e92,LiquidityMining_2.sol,LiquidityMining,0.7.6,untouched,
11779480,0x0b98ec39cb95372ccacd7acb2a0ffb6520b83d30,LiquidityMiningExtension.sol,LiquidityMiningExtension,0.7.6,untouched,
11806237,0x4f74b9ad7aa945d185ced84651fd57a72a23eb61,LiquidityMining.sol,LiquidityMining,0.7.6,untouched,
13498482,0x7a77a469bed01bd521fbfab9d210620aca806cff,LizardToken.sol,LizardToken,0.8.0,untouched,
12650006,0x66974a0dedae6d50c57524f5ec8e5a02704e18d0,LunacianScholarshipGuildToken.sol,LunacianScholarshipGuildToken,0.8.0,untouched,
11706065,0x2100b417a2cadc2f7386d355408ea0d7076328d5,LunaSwap.sol,LunaSwap,0.7.6,untouched,
12643158,0x22478ed8138a2d7cab9db4c015af5abadf198f27,MasterChef.sol,MasterChef,0.8.4,untouched,
12343273,0x115b1122c7dd5e18ce5f1cadc7777ec3624ec351,MeowDAO.sol,MeowDAO,0.8.0,untouched,
12339614,0xeea310eee0bd08333ac2a8a384539db19c1da952,MinerPayer.sol,MinerPayer,0.8.4,untouched,
11778696,0x6f0eebe59aff0734ebb9e00e0d660921b1bca123,MooniswapAMMV1.sol,MooniswapAMMV1,0.7.6,untouched,
13640055,0x7639c0957244bf37aa57a71bc115f406260b3eed,MultiSend.sol,MultiSend,0.8.10,untouched,
11727059,0xfab69ac601e1b90b07417031036058c7695d9ed7,NexenPlatform.sol,NexenPlatform,0.7.6,untouched,
12782555,0x2d313b6b3d928ce687e7e24e59014fa4bcaa1ee8,NimbusERC20P2P_V1.sol,NimbusERC20P2P_V1,0.8.0,untouched,
11730664,0xbe66e5654ffc226da70d7382f085d989005fdee8,NimbusRouter.sol,NimbusRouter,0.7.6,untouched,
13210096,0x3c8c161a18ae2c8b14fda1216fff7da88c419b5d,NonFungiblePixel.sol,NonFungiblePixel,0.8.7,untouched,
11950074,0xb7c2572608dc34cefb89eb38902ce96e787697ea,PandoBTC.sol,PandoBTC,0.8.1,untouched,
11506575,0xdbaef6da45984a9329c2640d19dcb9f62dc2ab66,PandoUSD.sol,PandoUSD,0.8.0,untouched,
13324794,0xe339ad623217c69bf00c4d2efd71baba428a863b,QYUtility.sol,QYUtility,0.8.7,untouched,
11490436,0xfa5cae8906ea4119090a52a61b57edaffece10a5,RedBalloons.sol,RedBalloons,0.7.6,untouched,
12950214,0xbc13c09a5098e3cf0c71aa4f6d467d53b68c278f,Relay.sol,Relay,0.8.6,untouched,
13719914,0xe75de55afc5521f174074c26fd6db3f2e4f8e534,SCALE.sol,SCALE,0.8.0,untouched,
13096228,0x714508fb0ade6d82f94b21f261a9d9a96779ef0a,ShitYouDoWhenBored.sol,ShitYouDoWhenBored,0.8.4,untouched,
11778739,0x5d0dec4ae7ec2f0ca9bab4f4aab9ec8cbcaff0a3,SushiSwapAMMV1.sol,SushiSwapAMMV1,0.7.6,untouched,
13093964,0x935bbf5c69225e3eda7c3aa542a7baa5c5c30094,Swapper.sol,Swapper,0.6.12,untouched,
11636667,0xba51331bf89570f3f55bc26394fcca05d4063c71,TokenInfo.sol,TokenInfo,0.7.6,untouched,
11778772,0xfc1665bd717db247cdfb3a08b1d496d1588a6340,UniswapV2AMMV1.sol,UniswapV2AMMV1,0.7.6,untouched,
11691572,0xd989212c51ba850a1787ce4c666eb44a170cc415,ValueLiquidFormula.sol,ValueLiquidFormula,0.7.6,untouched,
11693648,0x6a7f824579e280a717d44a96ae8df7fbaa774b36,ValueLiquidProvider.sol,ValueLiquidProvider,0.7.6,untouched,
11707693,0x52f75ee5033e25f2d8343e0323f1b3fe0b9a0a03,ValueLiquidRouter_2.sol,ValueLiquidRouter,0.7.6,untouched,
11693644,0xefa14c326424f82503f3120d16898d3084e90942,ValueLiquidRouter.sol,ValueLiquidRouter,0.7.6,untouched,
11521862,0x581779a782d77d8e7667bedd1f50dbf2f0d700b7,WizRefund.sol,WizRefund,0.7.6,untouched,
11780021,0xfcdbd3068c386487c271029340bf3d433cc7f3da,WUSDExtensionController_2.sol,WUSDExtensionController,0.7.6,untouched,
11799088,0xc6749132243da6b174bf502e7a85f5cedd74a753,WUSDExtensionController.sol,WUSDExtensionController,0.7.6,untouched,
11780021,0x354548da34fee6ccc6a8d43715e5efc9d80c51be,WUSDExtension.sol,WUSDExtension,0.7.6,untouched,
11780051,0x171d014f579c821cff60e4281f2b7b2718711440,WUSDNoteController.sol,WUSDNoteController,0.7.6,untouched,
