block,address,filename,contract,solc,status,student
13192882,0x4226d666079653656f8db5b5b22803525abcb11d,SimpleTransferRule.sol,SimpleTransferRule,0.8.7,untouched,
13452115,0x84acc6826ec3a5dabc31444f0be38ea423f25799,SpaceKubz.sol,SpaceKubz,0.8.7,untouched,
13731601,0x9911347277a79fc4a00050dfc16afe65f2bff852,SquidGame.sol,SquidGame,0.8.9,untouched,
13163345,0x81b0f9d4c51a51e4b3a167e0b42243a9a4d5cbfc,StatsForLoot.sol,StatsForLoot,0.8.7,untouched,
13332619,0x87b2ad710d0ec1414bd4a7c7b9314251cf79cd15,TETRIS.sol,TETRIS,0.8.7,untouched,
13214318,0x82facadb99ff99fcf65fb00c88d19f2d41346176,TheWhaleMaker.sol,TheWhaleMaker,0.8.7,untouched,
13705442,0xc5fd1f4dcc8678c5cf5820e096b6db0a10aeeed1,three333.sol,three333,0.8.9,untouched,
13115928,0x0d2508ff66a445116029b153f5ca261145717cc1,UnicornToken.sol,UnicornToken,0.8.7,untouched,
13613822,0x7978ac129bb3b0df0248041b4b3d9b0c7ea31110,VultureCity.sol,VultureCity,0.8.9,untouched,
13384253,0x4cd48854f5099e671081fc14f74e51da897c6b41,WrappedNumberBoard.sol,WrappedNumberBoard,0.8.9,untouched,
13270833,0x4eb28031a54e8e789cd09feb7e79078fbe23b028,ZombieMice.sol,ZombieMice,0.8.7,untouched,
